"id","identifiantUnique","identifiantCategorie","approprieEnfant","nombreVues","nombreJaime"
1416,W_91qBP0zyQ,23,0,4661200,461866
1235,ynwyVmJ_kA4,24,0,11593599,477377
35934,pYmH0zR_6IY,22,0,9682444,489094
35717,M6iQ6ufc8bk,22,0,26512111,543560
1139,o_peFovqjqM,15,0,47848705,550450
727,L5eHeGNRBN4,17,0,12997169,656760
36890,"3LlD8Njg-zw",23,0,12840491,719422
1346,yOubvvnmR-8,22,0,12241490,731080
1121,"3T2jSQ7GV6o",24,0,14002690,757887
1216,FGoS2Mat-dc,24,0,27872096,1423635
35265,"88fQb0KmTsM",24,0,45663017,1879682
971,BMh91mgG87Y,2,0,629467,
889,Ja6iqjfEmWA,23,0,78729,1307
34881,"7vw9ax_UrUo",28,0,23954,2228
809,w0HAb0QzmeM,24,0,326692,11597
977,"3j9-o5LZe0A",2,0,1639647,13181
1226,"7SprRquhUo8",22,0,193679,15940
34234,P7Ocs_9ea1A,22,0,402128,20291
36492,y7hNVD1pra8,20,0,221907,30688
35228,"0gYpu144Ym8",23,0,2667640,33321
117,K29UBE9PCcE,20,0,340911,34048
35416,sFktW3uE7bI,2,0,1065042,39103
33652,"3MSOvQzPcqE",23,0,840733,45157
36444,Az3WYtQ-HZg,20,0,858740,47551
858,V-b99FDA27E,17,0,956487,48221
35903,m1JbTa-xtyY,24,0,856543,61746
36853,Io9sqpMDtOs,22,0,445727,62852
1169,tWpxZWrA5ss,24,0,3847224,80974
36654,mXxdBzn_hfc,24,0,673108,84819
1211,zjz0bkRZnhc,22,0,8755401,87303
34783,dOrX6zpLSOs,17,0,1460354,91123
36524,CbKVcNhS5lg,24,0,1675357,91188
34933,oWW6mKJCDc8,20,0,7537377,92639
35557,-2MeiG35HLM,26,0,7853336,94175
36567,lWcg_p0F7Us,25,0,3118481,101205
36353,NddFNZWYKtE,17,0,3240749,113282
35461,MVaZT5gM25s,24,0,1747443,118080
35351,S13vKRiEl4A,24,0,4395167,121640
35770,"1vbOnd0dZJg",22,0,2741755,127124
902,wv9sZG-LEfI,17,0,2396932,131735
1452,xN1NGKsxfPI,24,0,2495277,135078
34934,"3xmRaN7cYL0",24,0,2362095,143803
36365,JFEn7j9Fv5E,24,0,6380549,155855
35774,FwRO0WC2MIs,24,0,3027907,158216
35965,"26xALDeeum4",22,0,2962430,169772
731,BAHKAjaGOV4,17,0,5343547,180223
1827,VrO6BvrZB-E,24,0,2940808,188313
36805,K5uN5m4nLl0,22,0,2005515,188467
36592,"8Am04QGtA1E",24,0,15606441,202053
35304,z04q1UjRfLY,23,0,2903023,204438
1838,lb_q1wMoDB0,23,0,1703687,221545
1910,a8iMFLuYARE,22,0,15685954,222395
35933,"4ex3wilORD8",24,0,2824064,224088
1740,fVOK-MgAejs,24,0,5655925,235992
1866,e_JiWaKJwB4,17,0,4659224,239409
36714,t9n1Orq7rq0,10,0,2994242,251860
1197,ZvIBXBE-T4w,22,0,3768670,262485
33281,YinfWRxd6rg,22,0,3094999,278927
843,NzMDCyLnRPo,17,0,7829936,285079
35260,zDabZFgtwMc,23,0,4280033,314347
749,Dj2jioqD-Hw,17,0,9684399,337132
36125,SyAnD2PzszU,25,0,7752704,361733
1627,ZH108qc_ev8,24,0,13223752,384659
1441,VX3jcwxKfts,23,0,4665998,397288
35711,"2fYpo9McxZc",24,0,8215662,498032
778,wckDm3xuLtA,17,0,11396298,498196
956,uRL0zSD3ACs,2,0,17702991,519514
1763,Ew8h9tTloJY,22,0,13120133,529795
1865,lhC4ibpLybU,17,0,17422072,840392
36090,pDR0R1_0fT4,22,0,39163093,1684584
35369,aSDNHtEEe2k,17,0,880550,
35892,Gidh4R9o7qQ,22,0,16574677,
1842,q_Aa3psJyUw,24,0,20233322,
36430,"73pkjl58ytk",24,0,30450088,
110,"40icoA6fjEA",20,0,64006,2502
35520,VNIKO9dB53o,22,0,239360,7226
1061,hPBTRBxNHS0,24,0,173574,12067
1282,m8pv9bCm8CQ,22,0,741597,13056
34125,tvfvy1eHqeE,23,0,155920,14285
36040,GO0SvzugBUs,24,0,478858,17095
34157,bciVqz7MfyI,26,0,525498,21551
972,_tGh6I2ISIs,22,0,5833857,26783
36054,jKuzlJyCmGA,23,0,1453923,31057
33617,tg2SY7qpjhw,28,0,7969032,37500
99,cEI5DJ3kV28,20,0,559666,38789
35269,PmyKOpZxVrM,1,0,527685,41098
1204,unVmQWRssHk,27,0,2643018,43313
801,XbCS4EJ4-Hs,22,0,955315,46404
742,qY6cxnZvhik,20,0,728615,48433
875,bg--08krJ_Y,17,0,2834597,55118
36584,b23PZ8EeaLc,24,0,940438,55722
572,Y9S2YPDhi6U,25,0,1585853,61638
36350,K2Ft_QUgaXQ,24,0,1198664,63253
34367,PAsB36BFhDk,22,0,2093514,73271
35338,KpYQePkoZsw,22,0,5680947,75337
36660,dHnD89OAsPA,24,0,1723925,78625
380,ZHhKyXcvkO0,24,0,1163871,84178
36086,"6qY0m-7tLb8",24,0,1105342,87077
723,"1VEoz4x9-mo",17,0,1634099,94195
1854,qZZlIcJBMwE,24,0,1688576,101422
36532,gQLXCv4XkeE,24,0,1513049,108522
1510,"0kPEqkAhHrQ",24,0,1240618,125152
1146,t-BF1U--Sp4,24,0,1381920,128668
1860,iu6FWcv2YsQ,22,0,4444592,135246
841,"3VGGgI_d5TM",22,0,1448358,140069
35807,MQCbrJo_Nm4,22,0,2474957,147915
794,smDr0Aviok4,22,0,4489986,152529
1137,Suh45N7qOAY,24,0,2289734,179339
36562,Tejjt11U9C4,28,0,6079768,182485
35193,bzd_sD_e154,20,0,1352107,187822
36529,sJv-AuNxzY0,22,0,3995284,211912
36406,o4e0-9YydTg,17,0,11308320,217362
392,v9t_tU46U_g,22,0,3745199,246739
35967,yuvfitG7Ceg,24,0,3421554,246923
36593,M0BWm-j9k9s,22,0,10188461,249725
1390,DXkhxHP-3Ss,23,0,5419825,265767
1447,DDPx9V_oQFY,22,0,6628734,280117
35901,ulK0j7z1u_E,24,0,3554358,297342
35739,BRHlY56fScY,1,0,4209651,309083
1278,hAuFW9yUzxE,24,0,3907267,325407
35766,QcfegyttICc,22,0,10986111,393599
1319,dVFUWgUXlSM,22,0,22084648,409595
1366,"7TKiUoky2hE",23,0,5747735,531828
365,HBafzPzKHLA,23,0,10542627,540107
1500,kKlLM-aV-a0,24,0,16679542,677227
35747,ODPK1tL1gXY,22,0,7788760,710920
1124,rjnKkeGP9jg,22,0,11360495,727512
35722,"6VlCevN87PI",24,0,20763293,831906
1426,nUzF2W8gT4c,22,0,18163012,856523
33872,FVE9Ve6NxhU,23,0,26484334,1207294
1246,oG45ZbYePtY,24,0,47234781,1886884
203,sGtZBCeZotA,22,0,374321,8037
33629,g_Hw0uHCUfk,24,0,179814,8356
34021,"0otE8_aomjw",20,0,273832,11090
509,"4SLqk_WGVj4",22,0,721673,30711
34990,"0N0C2wYq5MM",23,0,319809,31118
768,"0Qzi73GPWM0",22,0,690445,32550
69,BKk4klQ5q6E,24,0,407614,44164
1200,ARY1jIU1cRs,24,0,3420649,50388
33084,ATsDX4Hq-c8,20,0,684555,55841
36781,ETrEY4z0VNU,22,0,861975,57339
36634,JtoM31MQggE,15,0,915177,63808
35368,_zClr-SAd0o,22,0,2086705,67579
36516,J18HUs4hEqg,22,0,4781506,75124
33409,fTuPwviv_jU,22,0,1024092,82158
36806,JUor4B_uq8c,23,0,903420,84773
34325,XOe_Vl3TpyY,23,0,1181398,99370
35861,B6zjyczmIz0,24,0,919773,112454
1357,"4E0vf0_jm_U",22,0,5704466,117419
1316,ALIJwfivJCY,15,0,3089369,128660
34373,v-DsCmJSsL4,10,0,1711274,130260
318,AUer5gcG0Gg,26,0,13697919,136584
34505,GDiO1hoq_Ek,17,0,3550157,137383
36821,oRwfSV2jOwY,24,0,1765262,147765
893,LBmKO6xeLqM,24,0,3740547,152550
36761,"71LM_TjuU-I",22,0,2492562,163822
1334,z2eKr-yaYL8,24,0,3125881,166623
869,"68TXdgWGutg",17,0,3989169,176070
35486,"4oRwDgGzJ6E",28,0,5460488,203328
1477,Q21FqwkVoq4,22,0,8330553,212592
1455,TXJq26hG-R0,22,0,2343035,223757
35971,Y1FgnI5j8_k,24,0,8334540,261974
1605,"6Kqo9kjelz0",22,0,16776408,367610
844,ewJU4ZvK4Sc,17,0,14306206,449577
1271,"6TKbMJ0UG98",22,0,22673740,562866
892,kXL4rS3RBFI,26,0,30320755,657638
33508,xgIuRzohuZU,26,0,105594,
35519,-9HgN4RFKwo,2,0,945715,19785
35427,PclQHBG3v_I,2,0,539753,30282
36852,IEMdDwS3auk,24,0,2526549,38159
34457,DtKB9Ezm894,22,0,1781236,42129
36601,fAjDNzxD8Qo,22,0,4119972,57113
36858,Don8ZmEfE80,15,0,1281914,73632
33976,ZHG0x-Q1_sY,20,0,524276,87575
1156,mEWm_Rauyv4,22,0,4870925,123091
36788,"3WbqX2lVJc8",24,0,3152246,136687
34543,r32FL53NT9M,22,0,7406747,165029
912,D23ms5gJCIk,22,0,3104308,166599
34722,fIRv0ppskmA,22,0,3565894,179519
1128,EwtKAm66Dkk,22,0,5603384,193687
1812,PGTVd8zVEgU,22,0,3337653,202372
35550,f_LPMYt5trk,24,0,3099762,231995
1727,cgsKWq40Tic,22,0,23586909,768247
36060,qelIUjzU40w,23,0,24034553,1039898
1129,FNfbEWT3pCI,23,0,54085291,1621340
213,KRUSSEX6ZvQ,22,0,79338282,1702368
554,ggEej8RNqT4,15,0,12483031,
35590,p7Q4jxD4mVE,22,0,232681,3988
871,"2GpTWXWZIUk",22,0,78168,7159
35601,"7lS0rmDfJdA",28,0,88549,7487
36466,Fb7l6tf5cyc,24,0,376205,13107
916,x3mXXAdB7HI,17,0,634941,14342
33091,iW5HBeZcF1E,20,0,177989,15155
33458,_pww1lZt4oE,22,0,384862,24333
785,_7rOdzGlV4c,10,0,443831,34486
1270,"77XCgFnu0qk",15,0,469320,55990
36668,FFA_x2kSPTU,23,0,444677,65786
511,HsRcsx8Ga7A,22,0,4640610,68790
546,B2ut5a93UwQ,22,0,636817,75122
894,"7ExdVi5q6Rs",17,0,3271984,80039
182,-dA_XjCkmwI,28,0,1059921,85144
36504,DFXs3-atECU,24,0,2333798,87309
1800,pqS3zGoWfAs,23,0,7440994,111517
35028,"2ZJd4fh0xuk",24,0,1484883,111862
929,dF-3jbUgJ1w,2,0,2406190,113283
35318,Ef80_WF2sr0,28,0,1124198,138847
36071,"3DjkRCuiUSg",24,0,2346710,157308
1857,Vr2nY2bbFuU,22,0,1964326,158461
1420,JcxkaMVk-bs,23,0,3364244,201587
36811,wyQGmOxKfY4,22,0,4237539,281446
35782,jql2MDDwe7g,24,0,7815544,313954
36820,n6nElJ-0PDQ,22,0,7062756,462239
540,xsdrgsx9AhI,20,0,8593792,581829
1123,fRcjUvUC3Yc,24,0,10508636,700987
35713,fvfvUzy64sw,17,0,18332843,936567
33794,KbXyWSxvIE4,22,0,59180,1294
1115,EqYR6WTFSeo,2,0,74858,3020
34905,wFM7Yo71cdQ,20,0,48914,4689
33696,p-uHGeGMYOk,2,0,80438,6188
33042,sCX9qTAlhGE,20,0,104746,6913
36602,"9YLcmPk3tAo",22,0,661342,11388
36449,bbtX81_ml-0,17,0,259132,12050
34442,Y8pdAnyimUc,23,0,385411,13267
36194,em9uoLV6-Vg,25,0,201779,15979
33324,Ohpb79jOGMg,20,0,287638,23733
800,FRl4KBKnYLA,27,0,1742938,28458
36217,O3JWMqqBHKE,25,0,874012,29412
498,ANK6bArFcpk,22,0,666397,29721
34875,KzBpAYbib0c,24,0,229824,32279
35529,ojlTkWFO4Ys,25,0,3708282,41629
1600,w2jjTRDcEQM,23,0,500679,43636
1703,"6JwDX996bZI",22,0,747938,54240
33466,KFCBy3mnVks,28,0,701988,59115
36429,"0_I_9zUFyGw",22,0,1487304,65311
33922,cmNojtgQvPU,22,0,1106774,70366
35884,PUnlm8spBEM,22,0,1085974,71560
1913,RfZGI-oCr78,17,0,1130840,87260
1370,NmGdB1JGGOA,22,0,3786452,103808
1591,v9YitUNqYgQ,22,0,1269231,132182
34284,OOoV4MiIz18,24,0,2356483,146575
36029,sq66KRUsfxY,23,0,5015786,181601
35732,R0fJO0Swx7Q,24,0,7086589,195008
34386,zVOTsYGzUdk,24,0,2202100,213132
1448,CAYDfB9ruvc,24,0,2558241,222226
36793,SV2HHjf_wnw,24,0,15868012,230091
917,"0GlG87zuS8o",24,0,6940263,334671
526,XVh4SO4fNT8,23,0,4187423,344370
36510,-zOYE-pL__I,24,0,15794107,597276
235,s2lS9GCUCWQ,28,0,39347,
34176,vH7Z47E-0xs,24,0,110236,8391
35388,asffkiLfaEk,22,0,1601408,14126
35487,EBf_bsyJLaA,24,0,554038,22320
34028,EfPDULSoeek,22,0,669210,28939
913,tuqycbklZQM,17,0,680949,29484
524,SVzeyJKHFiY,23,0,879507,42371
113,hNIdIU-zJ_I,20,0,478144,44082
36609,IpbGWHDS098,24,0,797471,47332
34112,"7to6DTdICXg",15,0,634414,50495
772,CesFf-dpPWU,17,0,800904,53649
35775,w9GJv-GIbY0,22,0,1242691,79410
475,TABcPrfVq2s,20,0,987393,83083
35186,ado4uPsYC_I,22,0,4191667,84978
35756,"7gwyWUk_vy8",22,0,19090459,94252
35281,zpkljzcwuHU,22,0,1287580,104936
34452,"5zFE4si2oQE",17,0,1699154,109873
34413,L9hHu0I-YXg,22,0,4407263,120132
34219,"7VyqtV9KCUk",22,0,1450055,133243
35370,i0nXqDBQFnk,2,0,3026435,138767
35201,"5Nbf7klhdcA",1,0,1276688,146224
36751,h7vCLCixUc4,24,0,8193454,176161
34058,za8DrB-2u7s,15,0,3281387,205731
36397,cv9c4zkKSPQ,22,0,4543688,241390
34839,FGO6KtDW-9M,23,0,3566435,244410
36855,QxJvWWJtqU4,22,0,5160336,276951
36725,ClDboAH8hx4,23,0,2847693,317066
35341,bfIOI1XxxMY,27,0,10867846,370521
34516,"01LqGOuKpVE",17,0,14721796,490601
35746,N8MOzKdLe9E,22,0,14175312,563962
36571,"0jUQSgZS84Y",15,0,40149453,838520
1402,p8NaVd5Q7MU,22,0,18169508,861756
1724,Fpna3oEo0AE,22,0,41764288,2233951
33382,B7Zw4eTcWv0,20,0,38977376,3627434
34980,HnMAdl0wJA4,20,0,150164,
1683,Ner2oAJJqrU,24,0,7725610,
33802,ZBKwkrsZOm8,2,0,784314,4391
34960,Y4o4ajX07GM,20,0,128767,6302
36635,"4QxfvtRgKkw",22,0,377418,12539
1295,b9py0ajQR0A,23,0,78747,13750
33420,"5jy4gJLj5HQ",1,0,312666,26965
771,lzMi6mlgxYg,22,0,794935,33702
33049,S5uorwXGNmQ,20,0,284779,34573
944,f5copgEH7OM,23,0,773754,38168
36315,-2HT85vwPDo,17,0,754546,44753
36690,BfW5w7OeR_Q,22,0,337591,45294
973,XZ_ouAFPR5Q,2,0,1294934,47747
1193,QKdnFEiEUOg,22,0,4991308,48546
36801,xlG41uh8A04,27,0,1115400,58976
35233,khwHWzFU0W0,23,0,3493259,61805
36808,sVaHnHDtfaQ,22,0,1050344,62290
36360,"1735zNNmRuQ",24,0,1818947,63546
35243,DemE7dZf6vo,23,0,945239,68364
840,"2eFehxHkIis",17,0,1299358,80772
358,BPe0j_5g-m4,20,0,912362,81266
36588,I6hRouEsayA,20,0,782240,96301
1154,mhijqlh4uqU,22,0,3188914,119003
36019,VTTQZQhGmzY,24,0,1845792,125501
35826,ulu4YbQHiCs,23,0,2437593,151416
36702,Blruu5uZd3Y,22,0,3867605,184158
1202,eukvseloBcI,15,0,8813907,192631
34046,OI0TTfF8ZGc,19,0,2787838,264079
836,PeqIr7nBoyk,24,0,8992947,273226
33114,UomcqpMX4yM,1,0,4997840,360609
36352,iVXwe9Mpu0k,17,0,8566621,394945
1889,hQU9_n_-SfU,24,0,6799739,429602
35284,weoq5lCQf9U,24,0,30681630,438086
35525,jCDOQBvRS1Q,22,0,30402307,473482
1194,JCfdaJvg2A0,24,0,37954141,525508
1731,ysndizMgpVI,22,0,14882810,546648
1635,WaWA_0yaZcY,23,0,10021423,564329
1149,zYI1AqqWZrA,24,0,12783376,589554
1918,oIMnled6k-Q,22,0,6897206,606456
1802,"7faCcafKbhs",22,0,10262398,686328
923,f5q30_MaYpg,19,0,27913327,1437051
1877,Vc6Jh-j1gog,22,0,126062620,2706978
1089,ZlwXfqGB5Pc,28,0,12790614,
36748,uXbIuOImCmM,20,0,23533637,
33732,xQ6iTMwMFVE,24,0,111725,2027
34896,deBX9ib-oeI,20,0,37797,3426
36468,BVQAHHyoeTw,22,0,239814,8608
1247,edisAIz2qtw,27,0,704754,10222
36358,YhrsmHsIvP8,17,0,223784,12370
867,iElrATHf32I,20,0,301501,17845
35453,uUA959Oa8oA,22,0,342054,18341
35425,O5Q-k6ZIZEQ,24,0,426194,21974
854,fcGNGsL8-cM,22,0,870928,27458
34100,jTrqLci0TLw,22,0,602664,27716
35446,"4kjYZewzTg0",24,0,711179,27998
36681,xrVw3ZjZOuk,27,0,842162,29933
35294,pcYj9i_7lss,23,0,288839,35143
35448,Dj-R2sUwFD0,22,0,802976,37094
460,Agt4H4nYkdc,23,0,734072,42326
700,rPxvz4kTMHY,25,0,934389,43566
1867,_G4VPxdKIxA,27,0,1053521,46844
1469,M_IFgMjEt7Y,17,0,1461130,60550
898,LVP1qXY60Dg,24,0,1605375,65396
36676,TCz-8L8c_5M,22,0,860558,67971
1302,HOIWlQgLBZQ,28,0,3118505,69488
1283,Cs2x0HwACC0,24,0,643311,73911
817,hcCqInPOlBg,17,0,3878920,131519
33465,"8kY8SNYBWwU",27,0,1448293,133062
1465,"2OiM9Wr0XyU",24,0,2473465,133765
36536,MORSSP3UzCc,23,0,1582526,139574
36344,sLwTWvlZi4I,20,0,1683546,145433
36448,boeJmp6kydY,27,0,2395162,153685
34372,vtwdvB6idBE,22,0,2859670,156704
35923,"50Jc4bYI530",22,0,2394945,163329
36296,MZ8MBLjh4Ps,24,0,4940162,167886
743,pFbNDKxe2Is,17,0,5108980,172856
34010,kq26VPioLPM,22,0,4248376,202440
35835,xFSPhZpvBXE,23,0,2653622,202457
34889,cAC-Iwl7fCU,1,0,6243666,246644
36867,euebKQTE_vs,22,0,13262700,262071
740,uekfi_QHKZs,17,0,8902384,292663
35822,jxQhYAWp07E,22,0,20279472,319926
1260,x4E_lcTyyHg,15,0,5851274,320316
35743,qpwye0Y0i_w,24,0,6579531,331423
34652,sSnQ-0S8jf8,22,0,5868308,377509
798,eGvw0spUshI,17,0,9800278,382202
36650,CXvq2YQzMeM,24,0,43952458,467910
35772,kXvjlq-YyfE,28,0,10793137,580758
35769,QKrOZjDuY9I,26,0,18105808,706447
35854,WvTiRtVCdRA,22,0,105077649,1480439
922,qj8RmjwBlQw,17,0,46489897,1815869
35585,vR9BvW9Nsio,24,0,532581,
35475,"5jixyeFAjz4",22,0,252019,6509
946,L8e19Fukv0g,2,0,965414,7202
33496,k1cojqz6L6I,22,0,178014,8586
35462,xz8N4-hKcGI,22,0,214038,9766
35376,tRb1hNVvC3I,17,0,1051928,13170
1311,wk9Ykk1PC4Y,24,0,572991,13400
36254,TkDYEG7YGP0,20,0,246559,14693
36227,Uv735COCNjc,25,0,156672,15322
36669,ifMwB-yPpyo,27,0,624748,15340
828,hXBJkNvusxM,17,0,235182,16460
758,"17ULrQCwwl4",17,0,1180022,18693
36394,iJUMrcrOLw8,22,0,317255,19959
443,HVOwrdggzu8,24,0,560901,20827
1159,jdnzoqX2DAs,24,0,689012,21098
36600,z1YThQfLFsI,24,0,285267,23320
34922,pQ5l4E92pwg,20,0,425063,27760
1165,"2F3TfcouyyY",24,0,712585,28177
33378,W2EYwBJcnpI,23,0,354973,30330
1667,cYInL5t9uXk,23,0,2707928,45739
36050,hnyFX2rkaDo,24,0,525563,49606
1176,fV2nXhW7NcQ,15,0,6174081,66844
144,zkmPW505IL8,20,0,660267,76819
36327,Z1D3rz3iZBA,17,0,3094751,91670
36626,DiDV0OnpSso,22,0,2176357,93624
1876,fxL92Q-FqQo,22,0,2050668,94909
1828,"1hq5JDt6K6I",24,0,1689546,95317
36372,Bc8G_HMmf7s,22,0,3639365,105004
1410,ipX-mZ10XXI,22,0,3107912,119875
1160,uIPdOZyYV58,24,0,3228373,155848
35883,A1fq3MOfjUo,25,0,15327416,160579
1826,xJxes7FyirI,24,0,5225097,187299
34655,"5qJtmnyA-u0",24,0,3836170,252389
35752,c2NvveOVzC8,23,0,6432060,261945
1803,OVaT65s78aA,17,0,9059274,352453
1328,"1rWai2Ui4ko",22,0,4466723,370571
1212,m_U3g6tsr-8,15,0,38226428,787412
35790,DbPotadkr5c,22,0,17541296,824484
34895,lqAEgK908Gg,20,0,21205607,954920
35941,EJWDw8pKl5Q,24,0,45785210,981920
1776,qHWh3W0npiA,22,0,33434395,1374101
36311,T3iF4d0JU9M,17,0,37139069,1778993
999,FQn25l7ZS18,22,0,136289,3136
1023,"373Ytu1l8SA",2,0,97064,3701
139,J46d923L1i4,20,0,203291,10487
34983,"17-WUpHdhGQ",22,0,312360,15689
33729,YOn4tokN_v8,2,0,289156,17997
34174,Gkpt81zY3PU,15,0,139240,18094
35479,Uj1J2iKmXtU,22,0,210954,19175
34165,W-mOe3aVb74,24,0,1740871,58582
1619,X2izYFp3r0E,24,0,994696,61247
34712,"1fDVaXQv2ZE",23,0,810400,66399
1239,PseXuJ1BwjA,20,0,436718,70040
1792,"4WqbDWE2bR4",24,0,1746013,80538
34891,jjWl3x6KEhE,20,0,6279267,81663
35356,UFEco5Seyqw,2,0,1679654,83436
1610,"93ydE2nVscU",10,0,754381,87529
36795,"6MgWjltSvPo",22,0,3073858,96440
1475,eU2setCtVjY,22,0,1394978,108883
1456,d7ZhDQvxe5g,24,0,3528126,133173
36080,"80k-FG_tfrA",23,0,2955853,151165
36814,SP-ubcVpSRY,20,0,1993097,157210
35949,lEGuCAxclXg,23,0,2691338,157743
34347,"79jWVmTacIQ",24,0,3989655,172808
1808,Q0Vjl4FiMZ4,24,0,4678742,208680
1393,FvuCGnRghgc,22,0,2608294,220174
36662,iU5GY7CILqk,15,0,8235510,265534
482,dUga05GkSLY,24,0,3751638,288107
1276,zgh4yGxGq0o,10,0,9030113,303941
36738,iyMNjzr4lV8,24,0,8204755,430670
1743,"1G3ZF5Y9mUg",24,0,8781219,523077
1898,R8SW0QhVzzk,22,0,14968749,540245
35718,tBpBA-aK3l4,22,0,8233349,614120
35365,QQXqhAFfc90,19,0,9139353,620377
34210,d21QGHuGR14,24,0,27417839,803481
1874,"1qRS9AQnNAQ",22,0,21310155,909926
1325,Odj2OqMIxp0,19,0,19687793,1193451
1223,hhS2bqj61QE,2,0,235428,5032
33671,yXkswVoOYPw,24,0,106309,5216
1101,Tad8F7Ab74M,22,0,49999,8405
35419,_vCNY8HR7f8,2,0,353278,12881
1056,GjpmhDvbDas,22,0,361499,13696
34635,Q1s8BcxeNKI,22,0,209893,15921
974,bQuN_jLowkQ,22,0,417816,16437
33432,VB4i1frJFlo,10,0,569945,19645
1298,mvpnejmsR9c,15,0,361721,21432
830,IjyhnhSPTHo,24,0,565111,23811
899,"22zcsn3kRl4",17,0,438671,26089
1088,b86-EjpuOBc,2,0,686815,26409
1081,xF8dbISAJAE,22,0,681531,27519
35565,cVJAVqwi8dE,24,0,297856,28667
773,T-gcHiY3wGo,24,0,1017321,30607
1273,R1Zd6ZQkG6I,24,0,750837,31694
34966,tdMnSucPH4E,20,0,622909,35503
36606,qwjJLGF2aq4,22,0,782125,41546
36615,-1mF3hrXMkM,22,0,505384,45354
1177,xPl5T92KuUg,15,0,395215,48343
36685,iXiSklN4LDs,24,0,486361,53712
750,rUNitvOvcZc,24,0,1277820,70056
1171,mhHp6vwC9_U,22,0,8837323,100595
35385,UG-rzJ-XSJI,24,0,2466984,110781
1663,kSa_0hUCiUo,20,0,659177,122854
431,pssWKsNs-gg,23,0,1886013,127687
34697,"58lvKmoJ-Ew",24,0,3052155,132425
36299,Ep_zRW0Trcg,22,0,3308959,142345
33389,y3SunJME7N4,1,0,4195249,151009
36682,"9PQEhW1ak3M",22,0,4379288,158751
35880,HNrBHdzLK2w,22,0,2690309,177698
194,-6901CMtSy0,23,0,3258090,179830
1162,AGlxo4aMD-Y,27,0,2514875,197995
847,x7l8YFRfnTM,17,0,3457737,199852
35776,X7vUSVoyzns,24,0,3933872,218285
1254,"3GVP4PoP6fE",22,0,3720452,274229
35865,MMkPz48PkBA,24,0,7726314,364801
1182,TsPKcnNvfWQ,22,0,3529111,367036
34321,jTpeho2VE3w,27,0,3683832,388663
35737,b5BsywkETfU,27,0,6393063,401401
1272,mR_g9Pyz31k,22,0,7832132,472282
36530,BycuhGW0QwE,15,0,14751950,524716
1873,eRsqN3IQzvQ,24,0,13427449,569509
726,Ze9bIsedBoM,17,0,9633370,581268
1723,Bjo3nd-7dVg,19,0,6447501,601036
823,fkNMZnhNroU,17,0,19398126,601210
36143,ggRENjIXwGY,25,0,44815410,1960585
35715,gSMWeA5PchM,19,0,40147784,2020501
1902,kdiYlTvpAvk,22,0,57364452,2308915
36767,"6ZrgYvP9uh0",22,0,44783463,2380010
1218,hRkwXC8aqAQ,24,0,1538204,
266,fbwlUXXNTvA,24,0,1563356,
891,kLGmJOutAlU,17,0,80476,6897
33422,bgdBkp30aTA,23,0,540551,12681
114,w8OarruFTws,22,0,227438,13754
859,"4TVFuPRLbFk",27,0,471377,16922
32997,BBELMJqrVRE,26,0,365704,17449
34524,"8QC8uTfURwE",17,0,257622,19167
1214,BND1-O_WBv4,22,0,373972,19778
439,"2VMvTZVP16U",19,0,787326,24830
35303,"0L8az_WNJRg",20,0,309703,25643
35659,"5wQ7ZTXAaAk",25,0,746347,34212
334,G-bu1ygKk2U,26,0,602538,34716
36572,iWUNnzECSmM,22,0,636598,42112
33501,WTFsAhLQGv0,27,0,907487,59801
35801,t7ByyBu8R44,26,0,1230778,62934
33375,Wbp4Azfxq4E,24,0,753712,72462
34406,xsTgEeRKWrI,22,0,650072,94344
35978,jZpn3AZnYLI,22,0,2327562,106792
35778,_vZcfEUP-4s,22,0,5280698,184306
455,Io73n2jw0ts,1,0,3565972,244487
36111,THMQvi6aEeA,25,0,7895880,245046
35731,MUZkhOfdLZM,19,0,4708585,257805
1135,ZZEFaPmCnc0,15,0,5714527,288976
34694,"8XFTNcVb6yQ",22,0,5446338,289059
185,zVhQCIh0ad4,24,0,6472837,342091
35848,UximQQWqToY,22,0,3074344,349291
36123,ZPhFSiSjjyg,25,0,9657001,377208
1821,_a98Wia0lAg,22,0,9273380,422358
36336,E2Hbz4IR-VI,17,0,13202512,454373
36705,"2cpSs8wH8k4",19,0,5119068,480297
1365,LFZU7b-ya-0,23,0,6959879,559020
35141,xRYfaexjC3Y,22,0,42144735,1698028
1737,"52oMZqE_68E",22,0,2641634,
36450,JtedZDDorT8,10,0,152908,2085
98,"9jWiEFQMgOM",20,0,57466,4224
36326,Yr3GFcO8j74,17,0,178328,5891
35497,SXSG0VLSO1A,22,0,514323,6080
1086,thgmH8lC8WY,2,0,142477,6176
34239,kYgh8jbtdXs,25,0,82426,8302
33056,sAr3B-geRqE,20,0,103595,12370
155,uKk2Lz7J2pE,20,0,211354,13657
33020,pIIQHSL4WXg,22,0,236781,18384
513,O4mU09kETqA,23,0,829143,22572
35428,"1i-zByjZASQ",22,0,359295,24538
34589,H9PlqiN4idk,17,0,279852,28656
35422,"5PslOA2Un18",2,0,966326,37337
35377,"8MJ9mU_mK0U",2,0,820661,41512
953,"0bVt2JHICl4",22,0,1207002,45558
35256,"8e7SSz4PHQw",24,0,1486013,54124
1232,IYyFOIR8Q0s,24,0,1034271,62781
